Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2022-08-12 09:54 (-04),,,30,Cycling,,30 min Lanebreak Ride,,324,179,42%,86,20.09,10.07,417,,,
2022-08-12 10:26 (-04),,,5,Cycling,,5 min Lanebreak Ride,,40,130,40%,78,17.86,1.51,51,,,
2022-08-15 09:45 (-04),On Demand,Leanne Hainsby,10,Cycling,Warm Up,10 min Warm Up Ride,2022-05-16 02:00 (-04),105,176,40%,91,20.25,3.38,118,122.00,,
2022-08-15 09:56 (-04),On Demand,Matt Wilpers,75,Cycling,Power Zone,75 min Power Zone Endurance Ride,2022-08-13 07:24 (-04),844,188,45%,81,20.81,26.02,1018,135.00,,
2022-08-15 11:12 (-04),On Demand,Jess King,15,Cycling,Low Impact,15 min Low Impact Ride,2022-08-13 10:12 (-04),139,155,41%,82,19.27,4.82,194,130.00,,
2022-08-15 11:28 (-04),On Demand,Ben Alldis,10,Cycling,Cool Down,10 min Cool Down Ride,2022-03-25 03:00 (-04),78,130,41%,74,17.94,3.00,113,119.00,,
2022-08-16 09:54 (-04),On Demand,Ben Alldis,10,Cycling,Warm Up,10 min Warm Up Ride,2022-03-25 03:00 (-04),93,155,40%,86,19.16,3.20,103,117.00,,
2022-08-16 10:04 (-04),On Demand,Kendall Toole,30,Cycling,Music,30 min EDM Ride,2022-08-14 07:55 (-04),315,175,47%,76,20.20,10.10,357,124.00,,
2022-08-16 10:36 (-04),On Demand,Denis Morton,30,Cycling,Low Impact,30 min Low Impact Ride,2022-07-20 09:52 (-04),273,152,42%,80,19.07,9.54,330,118.00,,
2022-08-16 11:07 (-04),On Demand,Leanne Hainsby,10,Cycling,Cool Down,10 min Cool Down Ride,2021-05-24 01:45 (-04),96,160,44%,79,19.49,3.25,124,125.00,,
2022-08-18 09:48 (-04),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min Red Hot Chili Peppers Warm Up,2022-05-04 17:00 (-04),109,181,40%,93,20.53,3.42,121,124.00,,
2022-08-18 10:00 (-04),On Demand,Olivia Amato,30,Cycling,Power Zone,30 min Power Zone EDM Ride,2022-08-12 11:00 (-04),329,183,42%,87,20.51,10.26,396,132.00,,
2022-08-18 10:32 (-04),On Demand,Ben Alldis,30,Cycling,Music,30 min EDM Ride,2022-08-12 14:55 (-04),318,177,47%,75,20.20,10.10,393,131.00,,
2022-08-18 11:03 (-04),On Demand,Emma Lovewell,30,Cycling,Low Impact,30 min Low Impact Ride,2022-08-17 11:00 (-04),266,148,42%,78,18.91,9.46,349,122.00,,
2022-08-18 11:34 (-04),On Demand,Bradley Rose,10,Cycling,Cool Down,10 min Cool Down Ride,2022-08-02 01:10 (-04),85,141,42%,77,18.49,3.09,122,125.00,,
2022-08-19 10:27 (-04),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min AFO Warm Up Ride: Maroon 5,2022-08-19 09:00 (-04),105,176,40%,92,20.16,3.36,117,122.00,,
2022-08-19 10:39 (-04),On Demand,Bradley Rose,30,Cycling,Music,30 min AFO Ride: Green Day,2022-08-19 10:00 (-04),347,192,45%,84,20.94,10.48,425,138.00,,
2022-08-19 11:12 (-04),On Demand,Denis Morton,30,Cycling,Music,30 min AFO Ride: Rascal Flatts,2022-08-19 08:15 (-04),311,173,46%,77,20.13,10.07,404,134.00,,
2022-08-19 11:47 (-04),On Demand,Tunde Oyeneyin,10,Cycling,Cool Down,10 min AFO Cool Down Ride: RUFUS DU SOL,2022-08-19 08:15 (-04),104,174,45%,79,20.20,3.37,136,134.00,,
2022-08-20 10:19 (-04),On Demand,Sam Yo,10,Cycling,Warm Up,10 min AFO Warm Up Ride: Green Day,2022-08-19 10:00 (-04),95,159,39%,89,19.38,3.24,107,115.00,,
2022-08-20 10:31 (-04),On Demand,Jess King,30,Cycling,Music,30 min AFO Ride: RUFUS DU SOL,2022-08-19 16:56 (-04),303,168,44%,80,19.84,9.92,358,124.00,,
2022-08-20 11:03 (-04),On Demand,Ben Alldis,30,Cycling,Music,30 min AFO Ride: Becky Hill,2022-08-19 14:25 (-04),330,183,47%,76,20.46,10.24,416,136.00,,
2022-08-20 11:35 (-04),On Demand,Jenn Sherman,10,Cycling,Cool Down,10 min AFO Cool Down: Alanis Morissette,2022-08-19 10:00 (-04),78,130,38%,82,18.04,3.01,114,121.00,,
2022-08-23 09:41 (-04),,,10,Cycling,,10 min Lanebreak Ride,,73,120,39%,84,17.01,2.85,93,,,
2022-08-23 09:52 (-04),,,30,Cycling,,30 min Lanebreak Ride,,314,174,46%,83,19.96,10.00,405,,,
2022-08-23 10:24 (-04),,,20,Cycling,,20 min Lanebreak Ride,,191,159,45%,82,19.24,6.44,246,,,
2022-08-23 10:46 (-04),,,20,Cycling,,20 min Lanebreak Ride,,176,146,42%,86,18.54,6.20,227,,,
2022-08-27 11:32 (-04),On Demand,Sam Yo,10,Cycling,Warm Up,10 min AFO Warm Up Ride: Green Day,2022-08-19 10:00 (-04),75,126,41%,83,17.62,2.93,85,104.00,,
2022-08-27 11:43 (-04),On Demand,Hannah Frankson,30,Cycling,Music,30 min EDM Ride,2022-08-26 13:55 (-04),253,141,45%,79,18.57,9.29,298,111.00,,
2022-08-27 12:14 (-04),On Demand,Bradley Rose,30,Cycling,Low Impact,30 min Low Impact Ride,2022-08-19 04:55 (-04),257,143,43%,85,18.69,9.34,326,118.00,,
2022-08-27 12:45 (-04),On Demand,Bradley Rose,10,Cycling,Cool Down,10 min Cool Down Ride,2022-08-02 01:10 (-04),72,119,41%,82,17.28,2.88,106,115.00,,
2022-08-28 10:24 (-04),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min AFO Warm Up Ride: Maroon 5,2022-08-19 09:00 (-04),101,168,42%,96,19.87,3.31,116,122.00,,
2022-08-28 10:35 (-04),On Demand,Camila Ramon,30,Cycling,Music,30 min EDM Ride,2022-08-26 17:25 (-04),326,181,49%,80,20.52,10.27,401,133.00,,
2022-08-28 11:09 (-04),On Demand,Sam Yo,30,Cycling,Music,30 min AFO Ride: Muse,2022-08-21 06:55 (-04),311,173,49%,78,20.07,10.04,395,132.00,,
2022-08-28 11:40 (-04),On Demand,Olivia Amato,30,Cycling,Music,30 min AFO Ride: Swedish House Mafia,2022-08-21 12:54 (-04),258,144,46%,77,18.69,9.35,362,125.00,,
2022-08-28 12:11 (-04),On Demand,Tunde Oyeneyin,10,Cycling,Cool Down,10 min AFO Cool Down Ride: RUFUS DU SOL,2022-08-19 08:15 (-04),81,134,43%,81,18.24,3.04,121,125.00,,
2022-08-30 09:52 (-04),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min Warm Up Ride,2022-03-14 03:00 (-04),104,174,43%,93,20.07,3.35,126,126.00,,
2022-08-30 10:04 (-04),On Demand,Leanne Hainsby,30,Cycling,Music,30 min AFO Ride: The Beach Boys,2022-08-20 07:55 (-04),308,171,45%,87,20.05,10.03,416,137.00,,
2022-08-30 10:37 (-04),On Demand,Camila Ramon,30,Cycling,Music,30 min AFO Ride: T-Pain,2022-08-19 08:15 (-04),314,174,50%,77,20.18,10.10,425,138.00,,
2022-08-30 11:10 (-04),On Demand,Ben Alldis,20,Cycling,Low Impact,20 min Low Impact Ride,2022-08-25 14:22 (-04),161,134,43%,82,18.25,6.09,254,129.00,,
2022-08-30 11:32 (-04),On Demand,Ben Alldis,10,Cycling,Cool Down,10 min Cool Down Ride,2022-03-25 03:00 (-04),81,134,45%,78,18.23,3.04,125,127.00,,
2022-08-31 09:59 (-04),On Demand,Sam Yo,10,Cycling,Warm Up,10 min AFO Warm Up Ride: Green Day,2022-08-19 10:00 (-04),103,172,43%,92,19.95,3.33,118,133.00,,
2022-08-31 10:11 (-04),On Demand,Erik Jager,30,Cycling,Music,30 min Techno Ride,2022-08-29 13:26 (-04),325,180,49%,80,20.43,10.22,416,136.00,,
2022-08-31 10:44 (-04),On Demand,Emma Lovewell,30,Cycling,Music,30 min EDM Ride,2022-08-28 13:25 (-04),288,160,47%,79,19.43,9.72,397,133.00,,
2022-08-31 11:16 (-04),On Demand,Bradley Rose,30,Cycling,Music,30 min Country Ride,2022-08-28 10:25 (-04),263,146,45%,81,18.81,9.41,395,132.00,,
2022-08-31 11:47 (-04),On Demand,Hannah Frankson,10,Cycling,Low Impact,10 min Low Impact Ride,2022-08-11 14:02 (-04),83,138,44%,80,18.48,3.09,134,133.00,,
2022-08-31 11:58 (-04),On Demand,Bradley Rose,10,Cycling,Cool Down,10 min Cool Down Ride,2022-08-02 01:10 (-04),73,121,41%,82,17.33,2.89,133,132.00,,
2022-09-02 09:52 (-04),On Demand,Leanne Hainsby,10,Cycling,Warm Up,10 min Warm Up Ride,2022-09-01 02:00 (-04),90,150,40%,93,18.87,3.14,108,116.00,,
2022-09-02 10:03 (-04),On Demand,Matt Wilpers,30,Cycling,Music,30 min Florida Georgia Line Ride,2022-08-31 18:52 (-04),320,178,47%,84,20.19,10.09,400,133.00,,
2022-09-02 10:35 (-04),On Demand,Bradley Rose,20,Cycling,Low Impact,20 min Low Impact Ride,2022-08-31 14:22 (-04),205,171,49%,78,20.04,6.68,255,130.00,,
2022-09-02 10:58 (-04),On Demand,Jess King,20,Cycling,Music,20 min Pop Punk Ride,2022-08-25 11:57 (-04),193,161,46%,83,19.47,6.49,256,130.00,,
2022-09-02 11:22 (-04),On Demand,Bradley Rose,20,Cycling,Music,20 min Pop Ride,2022-08-30 05:25 (-04),185,154,44%,86,19.27,6.42,264,132.00,,
2022-09-02 11:43 (-04),On Demand,Leanne Hainsby,5,Cycling,Cool Down,5 min Cool Down Ride,2022-09-01 02:00 (-04),40,133,42%,81,18.02,1.50,61,128.00,,
2022-09-03 09:54 (-04),On Demand,Sam Yo,10,Cycling,Warm Up,10 min AFO Warm Up Ride: Green Day,2022-08-19 10:00 (-04),96,159,43%,89,19.41,3.23,113,118.00,,
2022-09-03 10:06 (-04),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,2022-09-02 17:25 (-04),479,177,46%,86,20.17,15.13,597,132.00,,
2022-09-03 10:53 (-04),On Demand,Sam Yo,10,Cycling,Cool Down,10 min Cool Down Ride,2022-07-21 00:45 (-04),74,124,43%,77,17.56,2.93,111,118.00,,
2022-09-05 09:58 (-04),On Demand,Sam Yo,10,Cycling,Warm Up,10 min AFO Warm Up Ride: Green Day,2022-08-19 10:00 (-04),104,173,44%,89,20.08,3.34,117,124.00,,
2022-09-05 10:10 (-04),On Demand,Ben Alldis,30,Cycling,Music,30 min House Ride,2022-09-04 04:54 (-04),362,201,53%,78,21.26,10.63,409,134.00,,
2022-09-05 10:43 (-04),On Demand,Kendall Toole,30,Cycling,Music,30 min EDM Ride,2022-09-03 13:25 (-04),313,174,50%,76,20.08,10.04,390,131.00,,
2022-09-05 11:14 (-04),On Demand,Hannah Frankson,10,Cycling,Cool Down,10 min Cool Down Ride,2022-09-05 02:00 (-04),84,140,46%,77,18.51,3.08,116,121.00,,
2022-09-06 09:37 (-04),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min AFO Warm Up Ride: Maroon 5,2022-08-19 09:00 (-04),89,148,40%,95,18.83,3.14,102,113.56,,
2022-09-06 09:48 (-04),On Demand,Olivia Amato,30,Cycling,Music,30 min EDM Ride,2022-09-03 07:55 (-04),340,189,49%,82,20.79,10.39,393,131.80,,
2022-09-06 10:20 (-04),On Demand,Leanne Hainsby,30,Cycling,Low Impact,30 min Low Impact Ride,2022-09-03 04:55 (-04),291,161,46%,82,19.52,9.76,352,123.04,,
2022-09-06 10:51 (-04),On Demand,Tunde Oyeneyin,10,Cycling,Cool Down,10 min AFO Cool Down Ride: RUFUS DU SOL,2022-08-19 08:15 (-04),85,141,43%,83,18.45,3.07,113,120.60,,
2022-09-07 09:42 (-04),,,10,Cycling,,10 min Lanebreak Ride,,59,98,35%,87,15.58,2.61,77,99.10,,
2022-09-07 09:54 (-04),,,30,Cycling,,30 min Lanebreak Ride,,263,146,42%,87,18.56,9.30,322,116.40,,
2022-09-07 10:28 (-04),,,15,Cycling,,15 min Lanebreak Ride,,139,153,43%,86,18.80,4.72,171,120.63,,
2022-09-07 10:44 (-04),,,5,Cycling,,5 min Lanebreak Ride,,40,132,42%,81,17.91,1.51,51,112.40,,
2022-09-08 09:51 (-04),On Demand,Leanne Hainsby,10,Cycling,Warm Up,10 min Warm Up Ride,2022-09-01 02:00 (-04),92,154,41%,94,18.99,3.16,103,120.38,,
2022-09-08 10:01 (-04),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2022-09-07 06:52 (-04),496,184,47%,87,20.64,15.48,603,133.80,,
2022-09-08 10:48 (-04),On Demand,Denis Morton,30,Cycling,Music,30 min Country Ride,2022-09-06 11:52 (-04),281,156,45%,82,19.27,9.63,374,127.86,,
2022-09-08 11:19 (-04),On Demand,Hannah Frankson,10,Cycling,Cool Down,10 min Cool Down Ride,2022-09-05 02:00 (-04),96,160,47%,78,19.53,3.26,133,133.06,,
2022-09-12 09:36 (-04),On Demand,Matt Wilpers,90,Cycling,Power Zone,90 min Power Zone Endurance Ride,2022-09-10 07:24 (-04),940,174,46%,87,20.20,30.30,1159,130.36,,
2022-09-12 11:08 (-04),On Demand,Hannah Frankson,10,Cycling,Cool Down,10 min Cool Down Ride,2022-09-05 02:00 (-04),79,131,42%,82,18.07,3.01,118,123.33,,
2022-09-13 11:28 (-04),On Demand,Sam Yo,10,Cycling,Warm Up,10 min AFO Warm Up Ride: Green Day,2022-08-19 10:00 (-04),105,175,45%,88,20.16,3.36,112,120.33,,
2022-09-13 11:40 (-04),On Demand,Jess King,30,Cycling,Theme,30 min Sweat Steady Ride,2022-09-10 09:55 (-04),322,179,46%,86,20.34,10.17,370,126.93,,
2022-09-13 12:11 (-04),,,5,Cycling,,5 min Lanebreak Ride,,41,135,42%,83,18.08,1.53,50,111.98,,
2022-09-13 12:18 (-04),On Demand,Ben Alldis,30,Cycling,Climb,30 min Climb Ride,2022-09-13 01:55 (-04),324,180,52%,75,20.37,10.18,381,129.27,,
2022-09-13 12:49 (-04),On Demand,Bradley Rose,10,Cycling,Cool Down,10 min Cool Down Ride,2022-08-02 01:10 (-04),88,148,44%,82,18.90,3.15,121,125.68,,
2022-09-15 09:36 (-04),On Demand,Sam Yo,10,Cycling,Warm Up,10 min Warm Up Ride,2022-09-14 02:00 (-04),113,188,46%,88,20.66,3.45,121,125.53,,
2022-09-15 09:48 (-04),,,30,Cycling,,30 min Lanebreak Ride,,311,173,46%,84,19.96,10.00,367,126.84,,
2022-09-15 10:22 (-04),,,30,Cycling,,30 min Lanebreak Ride,,314,174,47%,82,20.01,10.03,381,129.06,,
2022-09-15 10:55 (-04),,,30,Cycling,,30 min Lanebreak Ride,,256,142,43%,83,18.38,9.21,352,123.01,,
2022-09-15 11:28 (-04),,,20,Cycling,,20 min Lanebreak Ride,,164,137,42%,84,18.02,6.03,243,125.89,,
2022-09-16 10:01 (-04),On Demand,Sam Yo,10,Cycling,Warm Up,10 min Warm Up Ride,2022-09-14 02:00 (-04),97,163,43%,90,19.49,3.25,110,124.62,,
2022-09-16 10:14 (-04),On Demand,Ben Alldis,45,Cycling,Power Zone,45 min Power Zone Endurance Rock Ride,2022-08-22 02:00 (-04),474,176,46%,87,20.26,15.19,551,126.43,,
2022-09-16 11:01 (-04),On Demand,Jess King,20,Cycling,Music,20 min EDM Trap Ride,2022-09-12 11:52 (-04),219,182,51%,77,20.48,6.83,259,130.82,,
2022-09-16 11:23 (-04),On Demand,Hannah Frankson,10,Cycling,Cool Down,10 min Cool Down Ride,2021-12-23 02:35 (-04),97,161,48%,78,19.63,3.27,120,124.82,,
2022-09-16 11:34 (-04),,,5,Cycling,,5 min Lanebreak Ride,,53,175,51%,74,20.15,1.70,64,127.94,,
2022-09-17 10:10 (-04),On Demand,Jess King,30,Cycling,Low Impact,30 min Low Impact Ride,2022-09-15 11:54 (-04),243,135,42%,85,18.26,9.13,301,112.45,,
2022-09-17 10:40 (-04),On Demand,Bradley Rose,30,Cycling,Low Impact,30 min Low impact Ride,2022-06-11 06:55 (-04),234,130,42%,82,18.02,9.01,299,111.97,,
2022-09-19 09:43 (-04),On Demand,Sam Yo,10,Cycling,Warm Up,10 min AFO Warm Up Ride: Green Day,2022-08-19 10:00 (-04),105,175,44%,90,20.17,3.37,122,126.50,,
2022-09-19 09:55 (-04),On Demand,Ben Alldis,30,Cycling,Music,30 min 90s Rock Ride,2022-09-17 06:25 (-04),334,186,47%,87,20.65,10.32,402,133.71,,
2022-09-19 10:27 (-04),On Demand,Matt Wilpers,30,Cycling,Music,30 min Classic Rock Ride,2022-09-17 13:25 (-04),313,174,47%,83,20.15,10.07,389,130.97,,
2022-09-19 10:59 (-04),On Demand,Ben Alldis,30,Cycling,Low Impact,30 min Low Impact Ride,2022-09-18 04:55 (-04),308,171,46%,84,20.02,10.01,397,132.79,,
2022-09-19 11:30 (-04),On Demand,Bradley Rose,10,Cycling,Cool Down,10 min Cool Down Ride,2022-08-02 01:10 (-04),84,141,44%,80,18.56,3.09,123,126.71,,
2022-09-20 10:00 (-04),On Demand,Kendall Toole,30,Cycling,Low Impact,30 min Low Impact Ride,2022-08-22 06:52 (-04),250,139,43%,82,18.41,9.20,291,110.30,,
2022-09-20 10:31 (-04),On Demand,Jess King,30,Cycling,Low Impact,30 min Low Impact Ride,2022-02-25 19:23 (-04),259,144,45%,80,18.74,9.37,302,112.43,,
2022-09-20 11:01 (-04),On Demand,Bradley Rose,30,Cycling,Low Impact,30 min Low Impact Ride,2022-08-19 04:55 (-04),242,134,43%,80,18.25,9.13,301,112.21,,
2022-09-20 11:34 (-04),On Demand,Hannah Frankson,10,Cycling,Cool Down,10 min Cool Down Ride,2022-09-05 02:00 (-04),78,130,44%,77,18.07,3.01,100,112.04,,
2022-09-22 09:56 (-04),On Demand,Sam Yo,10,Cycling,Warm Up,10 min AFO Warm Up Ride: Green Day,2022-08-19 10:00 (-04),114,191,47%,88,20.83,3.47,125,128.59,,
2022-09-22 10:07 (-04),On Demand,Hannah Frankson,30,Cycling,Music,30 min EDM Ride,2022-09-22 01:55 (-04),325,181,49%,79,20.44,10.22,393,131.95,,
2022-09-22 10:45 (-04),On Demand,Bradley & Sam ,30,Cycling,Music,30 min Moulin Rouge Two for One Ride,2022-09-21 08:26 (-04),287,160,47%,79,19.42,9.71,371,127.24,,
2022-09-22 11:16 (-04),On Demand,Camila Ramon,20,Cycling,Low Impact,20 min Low Impact Ride,2022-09-21 14:29 (-04),180,150,44%,83,19.04,6.35,242,125.60,,
2022-09-22 11:37 (-04),On Demand,Leanne Hainsby,10,Cycling,Cool Down,10 min Moulin Rouge Cool Down Ride,2022-09-21 02:00 (-04),80,133,43%,82,18.22,3.04,117,123.00,,
2022-09-23 10:25 (-04),On Demand,Leanne Hainsby,10,Cycling,Warm Up,10 min Warm Up Ride,2022-09-01 02:00 (-04),81,134,40%,87,18.08,3.01,93,109.03,,
2022-09-23 10:36 (-04),On Demand,Robin Arzon,30,Cycling,Theme,30 min Gloria Estefan Ride,2022-09-16 17:25 (-04),311,173,50%,76,20.12,10.06,358,124.46,,
2022-09-23 11:07 (-04),On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Endurance Classic Rock,2022-09-21 06:55 (-04),309,172,47%,82,20.09,10.04,387,130.71,,
2022-09-24 10:13 (-04),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min AFO Warm Up Ride: Maroon 5,2022-08-19 09:00 (-04),86,143,41%,90,18.51,3.08,100,112.26,,
2022-09-24 10:25 (-04),On Demand,Bradley Rose,30,Cycling,Music,30 min 2010s Ride,2022-09-24 06:25 (-04),312,173,47%,83,20.14,10.07,381,129.34,,
2022-09-24 10:56 (-04),On Demand,Ben Alldis,30,Cycling,Low Impact,30 min Low Impact Ride,2022-09-18 04:55 (-04),291,162,46%,84,19.61,9.80,385,130.36,,
2022-09-24 11:27 (-04),On Demand,Christine D'Ercole,10,Cycling,Cool Down,10 min AFO Cool Down Ride: John Mayer,2022-08-19 10:00 (-04),80,133,44%,79,18.17,3.03,117,122.65,,
2022-09-26 09:43 (-04),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min Warm Up Ride,2022-09-26 02:00 (-04),97,162,42%,92,19.56,3.26,114,121.37,,
2022-09-26 09:55 (-04),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2022-09-24 07:55 (-04),631,175,46%,85,20.27,20.26,797,133.03,,
2022-09-26 10:58 (-04),,,5,Cycling,,5 min Lanebreak Ride,,55,181,51%,76,20.47,1.73,71,,,
2022-09-26 11:04 (-04),,,5,Cycling,,5 min Lanebreak Ride,,46,152,46%,79,19.15,1.62,65,128.17,,
2022-09-27 09:57 (-04),On Demand,Ben Alldis,10,Cycling,Warm Up,10 min Warm Up Ride,2022-03-25 03:00 (-04),90,150,42%,88,18.90,3.15,103,115.56,,
2022-09-27 10:07 (-04),On Demand,Jess King,30,Cycling,Music,30 min House Ride,2022-09-24 09:55 (-04),300,167,48%,79,19.81,9.90,358,124.60,,
2022-09-27 10:39 (-04),On Demand,Hannah Frankson,30,Cycling,Music,30 min EDM Ride,2022-04-14 13:25 (-04),321,178,51%,76,20.34,10.17,384,130.10,,
2022-09-27 11:14 (-04),,,30,Cycling,,30 min Lanebreak Ride,,259,144,42%,86,18.45,9.25,359,125.60,,
2022-09-27 11:44 (-04),On Demand,Ben Alldis,10,Cycling,Cool Down,10 min Cool Down Ride,2019-09-30 01:32 (-04),88,147,46%,79,18.87,3.14,123,126.43,,
2022-09-29 09:48 (-04),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min Warm Up Ride,2022-09-26 02:00 (-04),82,137,40%,88,18.26,3.05,99,111.45,,
2022-09-29 09:59 (-04),On Demand,Leanne Hainsby,30,Cycling,Music,30 min Country Ride,2022-09-28 01:55 (-04),298,165,44%,88,19.74,9.87,347,122.15,,
2022-09-29 10:30 (-04),On Demand,Emma Lovewell,20,Cycling,Low Impact,20 min Low Impact Ride,2022-09-26 11:00 (-04),180,150,45%,82,19.08,6.36,221,118.83,,
2022-09-29 10:50 (-04),On Demand,Ally Love,20,Cycling,Low Impact,20 min Low Impact Ride,2022-09-26 07:27 (-04),169,141,42%,87,18.61,6.20,217,117.84,,
2022-09-29 11:11 (-04),On Demand,Jenn Sherman,10,Cycling,Cool Down,10 min AFO Cool Down: Alanis Morissette,2022-08-19 10:00 (-04),88,146,44%,84,18.92,3.15,114,120.35,,
2022-10-01 10:27 (-04),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min Warm Up Ride,2022-09-26 02:00 (-04),93,154,43%,87,19.05,3.17,102,114.13,,
2022-10-01 10:38 (-04),On Demand,Ben Alldis,30,Cycling,Music,30 min 2000s Rock Ride,2022-10-01 06:24 (-04),348,193,50%,81,20.97,10.48,404,135.13,,
2022-10-01 11:09 (-04),On Demand,Ally Love,30,Cycling,Music,30 min Country Pop Ride,2022-09-30 06:52 (-04),313,174,49%,78,20.15,10.08,391,131.37,,
2022-10-01 11:40 (-04),,,30,Cycling,,30 min Lanebreak Ride,,257,143,42%,85,18.43,9.23,354,125.03,,
2022-10-01 12:13 (-04),On Demand,Jenn Sherman,10,Cycling,Cool Down,10 min AFO Cool Down: Alanis Morissette,2022-08-19 10:00 (-04),81,135,43%,80,18.33,3.05,118,123.00,,
2022-10-03 09:45 (-04),On Demand,Ben Alldis,10,Cycling,Warm Up,10 min Warm Up Ride,2022-10-03 02:00 (-04),105,175,42%,93,20.00,3.33,120,126.09,,
2022-10-03 09:56 (-04),On Demand,Ben Alldis,30,Cycling,Climb,30 min Climb Ride,2022-10-02 04:54 (-04),352,196,53%,74,21.05,10.52,433,140.62,,
2022-10-03 10:28 (-04),On Demand,Kendall Toole,30,Cycling,Music,30 min Country Pop Ride,2022-10-02 07:55 (-04),315,175,49%,78,20.18,10.09,401,133.92,,
2022-10-03 10:59 (-04),On Demand,Ben Alldis,10,Cycling,Cool Down,10 min Aussie Vibes Cool Down Ride,2022-07-14 04:32 (-04),84,140,45%,77,18.56,3.10,108,,,
2022-10-04 10:22 (-04),On Demand,Ben Alldis,10,Cycling,Warm Up,10 min Warm Up Ride,2022-10-03 02:00 (-04),99,165,41%,93,19.46,3.25,114,121.07,,
2022-10-04 10:33 (-04),On Demand,Ben Alldis,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2022-10-03 13:00 (-04),483,179,46%,84,20.40,15.30,590,131.97,,
2022-10-04 11:20 (-04),On Demand,Hannah Corbin,30,Cycling,Music,30 min Kenny Chesney Ride,2022-09-28 18:54 (-04),291,162,46%,79,19.52,9.76,370,125.09,,
2022-10-04 11:51 (-04),On Demand,Leanne Hainsby,10,Cycling,Cool Down,10 min Cool Down Ride,2022-05-16 02:00 (-04),80,134,43%,79,18.17,3.03,117,122.28,,
2022-10-05 09:50 (-04),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min Warm Up Ride,2022-09-26 02:00 (-04),81,135,38%,91,18.23,3.04,103,115.51,,
2022-10-05 10:01 (-04),On Demand,Leanne Hainsby,30,Cycling,Low Impact,30 min Low Impact Ride,2022-10-02 10:25 (-04),307,170,45%,83,20.03,10.01,398,132.99,,
2022-10-05 10:32 (-04),On Demand,Jess King,30,Cycling,Low Impact,30 min Low Impact Ride,2022-04-27 16:52 (-04),246,137,42%,81,18.34,9.18,359,124.83,,
2022-10-05 11:03 (-04),On Demand,Ben Alldis,10,Cycling,Cool Down,10 min Cool Down Ride,2019-04-11 04:09 (-04),79,132,43%,77,18.14,3.02,118,123.12,,
2022-10-07 09:56 (-04),On Demand,Alex Toussaint,10,Cycling,Warm Up,10 min AFO Warm Up Ride: Nas,2021-07-03 08:00 (-04),99,165,39%,98,19.75,3.29,117,123.41,,
2022-10-07 10:07 (-04),On Demand,Ben Alldis,30,Cycling,Music,30 min 2010s Ride,2022-10-06 13:55 (-04),350,195,50%,80,20.97,10.49,439,141.69,,
2022-10-07 10:40 (-04),On Demand,Jess King,20,Cycling,Music,20 min EDM Trap Ride,2022-10-06 11:52 (-04),208,173,48%,80,20.11,6.70,268,,,
2022-10-07 11:05 (-04),On Demand,Bradley Rose,20,Cycling,Music,20 min Pop Ride,2022-10-04 05:25 (-04),199,166,47%,81,19.82,6.61,268,133.90,,
2022-10-07 11:26 (-04),On Demand,Tunde Oyeneyin,10,Cycling,Cool Down,10 min All for One Cool Down Ride,2020-07-02 17:55 (-04),82,137,42%,83,18.27,3.05,130,130.85,,
2022-10-09 10:20 (-04),,,10,Cycling,,10 min Lanebreak Ride,,82,135,40%,86,17.80,2.99,94,114.98,,
2022-10-09 10:32 (-04),,,30,Cycling,,30 min Lanebreak Ride,,326,181,46%,87,20.19,10.12,404,133.89,,
2022-10-09 11:03 (-04),,,30,Cycling,,30 min Lanebreak Ride,,257,142,43%,84,18.35,9.19,371,,,
2022-10-11 09:38 (-04),On Demand,Sam Yo,10,Cycling,Warm Up,10 min AFO Warm Up Ride: Green Day,2022-08-19 10:00 (-04),105,175,45%,89,20.22,3.37,117,122.92,,
2022-10-11 09:49 (-04),On Demand,Matt Wilpers,60,Cycling,Power Zone,60 min Power Zone Ride,2022-10-08 07:55 (-04),640,178,46%,85,20.15,20.15,769,129.71,,
2022-10-11 10:55 (-04),,,30,Cycling,,30 min Lanebreak Ride,,272,151,44%,85,18.86,9.45,351,124.71,,
